Entity,Code,Year,Deaths - Neoplasms - Sex: Both - Age: Under 5 (Rate),Deaths - Neoplasms - Sex: Both - Age: Age-standardized (Rate),Deaths - Neoplasms - Sex: Both - Age: All Ages (Rate),Deaths - Neoplasms - Sex: Both - Age: 70+ years (Rate),Deaths - Neoplasms - Sex: Both - Age: 5-14 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 50-69 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 15-49 years (Rate)
Austria,AUT,1990,4.66,175.39,265.73,1523.83,3.52,459.2,36.3
Austria,AUT,1991,4.59,175.12,266.13,1509.4,3.38,453.59,36.13
Austria,AUT,1992,4.58,174.18,265.73,1490.86,3.41,445.78,35.66
Austria,AUT,1993,4.29,172.81,264.12,1466.45,3.66,438.71,35.75
Austria,AUT,1994,4.19,169.83,260.91,1438.32,3.62,426.82,35.61
Austria,AUT,1995,3.92,167.9,260.9,1429.02,3.34,423.38,35.22
Austria,AUT,1996,3.77,165.97,259.52,1411.82,3.32,421.42,34.87
Austria,AUT,1997,3.65,162.95,256.89,1394.91,3.25,409.23,33.54
Austria,AUT,1998,3.59,160.63,255.01,1382.36,3.16,397.9,32.7
Austria,AUT,1999,3.43,157.81,252.98,1368.97,3.13,386.34,32.15
Austria,AUT,2000,3.41,154.53,251.21,1355.21,3.16,377.1,31.81
Austria,AUT,2001,3.36,150.93,247.55,1332.71,2.92,366,31.1
Austria,AUT,2002,3.19,149.72,248.08,1334.17,2.89,363.16,30.42
Austria,AUT,2003,3.2,148.8,248.55,1334.91,2.98,362.32,29.74
Austria,AUT,2004,3.12,145.45,245.53,1313.75,3.01,359.42,28.74
Austria,AUT,2005,3.06,142.5,244.19,1304.38,2.94,355.61,28.05
Austria,AUT,2006,2.92,139.48,242.03,1290.79,2.74,348.75,27.18
Austria,AUT,2007,2.84,138.12,243.35,1285.11,2.53,349.67,26.86
Austria,AUT,2008,2.83,136.81,244.81,1279.23,2.49,348.95,26.42
Austria,AUT,2009,2.83,136.84,248.86,1263.06,2.64,351.15,26.85
Austria,AUT,2010,2.82,134.82,249.58,1226.21,2.49,343.39,26.57
Austria,AUT,2011,2.72,133.92,251.52,1217.6,2.45,335.49,25.86
Austria,AUT,2012,2.57,133.19,254.19,1219.9,2.62,328.91,24.97
Austria,AUT,2013,2.5,131.64,254.23,1211.55,2.67,322.39,24.2
Austria,AUT,2014,2.45,129.99,253.78,1204.1,2.59,315.42,23.7
Austria,AUT,2015,2.38,128.8,254.01,1213.16,2.43,309.37,22.76
Austria,AUT,2016,2.41,126.74,251.22,1209.99,2.34,303.92,21.98
Austria,AUT,2017,2.39,124.18,248.21,1190.02,2.26,295.74,21.32
Austria,AUT,2018,2.29,122.69,247.49,1181.39,2.28,289.03,21.34
Austria,AUT,2019,2.22,122.34,249.64,1187.95,2.23,286.28,21.2
Azerbaijan,AZE,1990,11.86,131.82,94.84,709.31,10.22,381.66,34.72
Azerbaijan,AZE,1991,11.2,132.25,95.68,701.1,10.43,386.5,36.31
Azerbaijan,AZE,1992,10.61,135.54,98.41,711.22,10.6,397.54,40.91
Azerbaijan,AZE,1993,10.15,136.39,98.74,723.83,10.68,405.59,42.12
Azerbaijan,AZE,1994,9.84,137.04,98.64,737.83,11.12,412.8,43.66
Azerbaijan,AZE,1995,9.62,133.42,95.2,719.37,11.45,414.67,41.18
Azerbaijan,AZE,1996,9.41,129.59,92.44,703.42,11.37,414.55,39.88
Azerbaijan,AZE,1997,9.34,126.27,90.09,697.12,11.61,406.7,38.96
Azerbaijan,AZE,1998,9.36,124.32,88.99,699.49,12.21,401.73,38.17
Azerbaijan,AZE,1999,9.35,123.15,88.55,707.21,12.88,393.56,37.6
Azerbaijan,AZE,2000,9.17,122.03,87.96,716.18,13.76,384.71,36.93
Azerbaijan,AZE,2001,8.83,120.44,87.55,716.03,14.2,373.91,36.05
Azerbaijan,AZE,2002,8.76,122.23,89.09,744.5,14.08,372.21,36.18
Azerbaijan,AZE,2003,8.76,125.42,91.69,773.77,13.83,371.08,37
Azerbaijan,AZE,2004,8.71,126.9,93.2,789.88,13.68,366.55,37.57
Azerbaijan,AZE,2005,8.54,130.03,95.86,815.2,13.29,363.67,38.42
Azerbaijan,AZE,2006,8.36,131.57,97.45,841.06,11.64,355.86,38.12
Azerbaijan,AZE,2007,8.04,132.7,99.01,856.12,10.97,346.08,37.82
Azerbaijan,AZE,2008,7.99,134.77,101.68,871.27,10.97,341.37,38.29
Azerbaijan,AZE,2009,7.88,135.78,103.54,880.85,10.84,331.76,38.29
Azerbaijan,AZE,2010,7.83,136.46,104.92,889.05,10.55,324.06,38.11
Azerbaijan,AZE,2011,7.74,137.06,106.53,896.8,9.92,317.71,38.05
Azerbaijan,AZE,2012,7.6,137.52,107.68,909.25,9.04,315.03,37.64
Azerbaijan,AZE,2013,7.53,137.1,108.13,923.9,9.56,312.08,36.49
Azerbaijan,AZE,2014,7.36,137.46,109.11,946.62,9.72,313.83,35.44
Azerbaijan,AZE,2015,7.23,136.62,109.77,946.83,9.18,318.5,34.62
Azerbaijan,AZE,2016,7.03,136.83,111.6,966.84,9.16,323.54,33.92
Azerbaijan,AZE,2017,6.83,137.21,113.92,976.39,9.18,328.89,33.87
Azerbaijan,AZE,2018,6.64,133.45,114.1,938.52,8.99,327.44,34.55
Azerbaijan,AZE,2019,6.49,131.85,115.9,914.9,8.83,329.79,34.77
Bahamas,BHS,1990,6.57,168.87,101.85,1224.95,4.24,415.55,36.75
Bahamas,BHS,1991,6.44,164.95,100.96,1219.54,3.94,392.1,38.05
Bahamas,BHS,1992,6.31,160.98,99.67,1199.06,3.85,379.7,37.99
Bahamas,BHS,1993,6.18,159.14,99.69,1192,3.69,375.98,38.25
Bahamas,BHS,1994,6.11,159.05,100.72,1197.61,4.12,378.69,38.02
Bahamas,BHS,1995,5.96,157.34,101.34,1186.38,4.43,373.69,39.4
Bahamas,BHS,1996,5.78,160.38,104.04,1234.01,4.64,380.32,39.14
Bahamas,BHS,1997,5.69,155.6,102.22,1208.16,4.72,360.06,40.36
Bahamas,BHS,1998,5.6,155.35,103.17,1204.22,4.59,358.32,41.62
Bahamas,BHS,1999,5.47,158.82,106.06,1237.58,5.09,374.74,39.32
Bahamas,BHS,2000,5.35,155.54,105.37,1227.11,5.07,361.2,39
Bahamas,BHS,2001,5.18,159.04,108.66,1270.71,4.87,370.1,38.6
Bahamas,BHS,2002,5.1,157.23,108.55,1255.09,4.85,363.31,38.67
Bahamas,BHS,2003,5.1,158.34,110.65,1249.17,5.24,362.67,40.3
Bahamas,BHS,2004,4.98,156.84,111.27,1240.15,4.46,361.83,39.28
Bahamas,BHS,2005,4.8,150.86,109.7,1206.42,3.59,340.42,40.24
Bahamas,BHS,2006,4.72,153.44,113.94,1229.11,3.54,343.15,41.82
Bahamas,BHS,2007,4.63,150.46,114.32,1197.03,3.61,331.04,43.31
Bahamas,BHS,2008,4.61,152.86,118.19,1222.52,3.5,332.3,44.07
Bahamas,BHS,2009,4.63,155.9,122.72,1246.27,3.45,339.94,44.27
Bahamas,BHS,2010,4.66,156.58,125.82,1248.01,3.68,341.16,44.91
Bahamas,BHS,2011,4.62,157.78,129.17,1258.07,4.32,345.96,44.01
Bahamas,BHS,2012,4.67,157.42,131.4,1262.8,4.86,343.84,42.98
Bahamas,BHS,2013,4.62,155.86,133.3,1250.74,4.44,337.85,43.65
Bahamas,BHS,2014,4.59,154.72,135.73,1244.13,4.34,334.81,43.41
Bahamas,BHS,2015,4.57,155.36,139.63,1250.06,4.32,336.66,43.32
Bahamas,BHS,2016,4.55,155.12,142.79,1252.28,4.05,335.64,43.73
Bahamas,BHS,2017,4.5,154.5,145.79,1249.11,4,335.92,43.99
Bahamas,BHS,2018,4.45,154.77,149.6,1254.72,3.89,338.9,44.13
Bahamas,BHS,2019,4.4,155.27,153.89,1261.09,3.8,340.72,44
Bahrain,BHR,1990,3.74,164.39,50.11,1447.53,4.4,320.39,15.77
Bahrain,BHR,1991,3.76,166.3,50.58,1468.53,4.39,326.78,15.87
Bahrain,BHR,1992,3.77,164.68,50.49,1455.08,4.4,326.21,15.98
Bahrain,BHR,1993,3.72,159.74,50.05,1399.22,4.25,323.1,16.35
Bahrain,BHR,1994,3.58,158.07,50.31,1375.71,4.33,323.13,16.63
Bahrain,BHR,1995,3.37,159.23,51.02,1393.39,4.3,322.44,16.95
Bahrain,BHR,1996,3.12,160.81,51.83,1420.23,4.17,318.43,17.71
Bahrain,BHR,1997,3,160.87,52.48,1444.43,4.82,306.06,18.88
Bahrain,BHR,1998,2.97,162.23,53.42,1465.36,4.96,301.17,19.75
Bahrain,BHR,1999,3.02,159.62,53.43,1427.5,4.99,292.76,20.46
Bahrain,BHR,2000,3.05,145.11,50.81,1259.14,4.56,264.23,21.56
Bahrain,BHR,2001,3.09,132.45,48.4,1113.17,4.07,239.86,22.44
Bahrain,BHR,2002,2.96,146.89,51.11,1288.89,3.99,248.78,21.03
Bahrain,BHR,2003,2.87,157.68,51.89,1422.34,3.86,252.38,19.27
Bahrain,BHR,2004,2.82,156.49,49.79,1419.31,3.68,240.41,18.24
Bahrain,BHR,2005,2.77,153.19,47.67,1404.25,3.56,223.38,17.57
Bahrain,BHR,2006,2.72,147.34,45.55,1370.51,3.5,205.63,17.03
Bahrain,BHR,2007,2.68,141.97,43.65,1315.74,3.54,190.88,16.22
Bahrain,BHR,2008,2.64,137.81,42.17,1261.14,3.59,180.11,15.47
Bahrain,BHR,2009,2.6,132.47,40.76,1187.62,3.57,171.31,14.77
Bahrain,BHR,2010,2.56,127.92,40.01,1120.1,3.52,166.03,14.18
Bahrain,BHR,2011,2.55,123.32,39.65,1071.11,3.42,157.14,14.17
Bahrain,BHR,2012,2.55,119.75,39.58,1024.64,3.19,148.66,14.27
Bahrain,BHR,2013,2.52,113.07,39.84,986.19,3.27,141.05,14.64
Bahrain,BHR,2014,2.55,108.09,41.06,978.89,3.49,136.65,15.35
Bahrain,BHR,2015,2.54,106.98,43.29,1006.11,3.46,137.26,15.84
Bahrain,BHR,2016,2.46,107.95,45.98,1033.19,3.32,139.37,16.41
Bahrain,BHR,2017,2.38,109.5,49.2,1051.79,3.23,144.51,16.86
Bahrain,BHR,2018,2.29,109.5,52.52,1038.49,3.18,150.94,17.06
Bahrain,BHR,2019,2.21,110.44,56.6,1041.42,3.1,155.69,17.44
Bangladesh,BGD,1990,13.46,103.71,49.11,647.23,7.53,277.62,24.51
Bangladesh,BGD,1991,13.18,97.45,45.94,612.64,7.42,257.77,23.15
Bangladesh,BGD,1992,12.67,97.6,45.89,614.28,7.65,258.23,23.29
Bangladesh,BGD,1993,12.35,96.97,45.52,615.53,7.66,255.96,23.08
Bangladesh,BGD,1994,11.92,96,45.14,613.57,7.75,253.36,22.84
Bangladesh,BGD,1995,11.51,96.9,45.71,620.21,7.89,256.89,23.14
Bangladesh,BGD,1996,11.19,95.43,45.26,614.97,7.98,252.42,22.75
Bangladesh,BGD,1997,10.83,93.37,44.53,606.17,7.69,245.79,22.12
Bangladesh,BGD,1998,10.4,92.03,44.07,604.55,7.37,239.71,21.39
Bangladesh,BGD,1999,10,91.45,44.05,605.97,7.14,234.61,20.89
Bangladesh,BGD,2000,9.61,92.53,45.23,607.44,7.69,236.63,21.36
Bangladesh,BGD,2001,9.07,91.17,45.12,597.64,7.5,231.58,21.01
Bangladesh,BGD,2002,8.75,91.53,45.73,604.35,7.28,229.45,20.81
Bangladesh,BGD,2003,8.43,91.6,46.28,607.15,6.96,227.55,20.55
Bangladesh,BGD,2004,8.1,90.72,46.68,600.99,6.88,224.26,20.38
Bangladesh,BGD,2005,7.75,90.96,47.94,599.66,7.14,224.22,20.76
Bangladesh,BGD,2006,7.53,91.51,49.3,601.31,7.22,224.15,21.12
Bangladesh,BGD,2007,7.85,90.35,50.02,589.59,7.23,222.1,21.01
Bangladesh,BGD,2008,7.65,88.12,50.31,575.49,7.07,216.92,20.85
Bangladesh,BGD,2009,7.43,87.16,51.37,573.41,7.28,214.85,20.74
Bangladesh,BGD,2010,7.26,86.87,52.6,576.77,7.27,215.18,20.18
Bangladesh,BGD,2011,7.21,82.72,52.22,543.17,7.08,209.74,19.78
Bangladesh,BGD,2012,6.83,79.54,52.52,512.28,7.01,205.8,20.14
Bangladesh,BGD,2013,6.62,78.9,53.78,514.2,6.94,203.28,20.03
Bangladesh,BGD,2014,6.38,79.5,55.65,531.4,6.81,201.96,19.81
Bangladesh,BGD,2015,6.51,78.64,56.93,527.59,6.74,199.83,19.96
Bangladesh,BGD,2016,6.44,79.24,59.12,537.08,6.65,201.03,20.09
Bangladesh,BGD,2017,6.26,81.23,62.14,565.42,6.52,202.77,20.22
Bangladesh,BGD,2018,6.03,81.87,64.45,574.25,6.46,203.99,20.46
Bangladesh,BGD,2019,5.82,82.29,66.65,581.07,6.36,204.64,20.62
Barbados,BRB,1990,6.64,155.47,181.13,1322.99,6.62,367.18,32.92
Barbados,BRB,1991,6.6,154.16,181.61,1327.18,6.19,360.51,33.93
Barbados,BRB,1992,6.43,156.93,187.46,1382.44,5.68,365.98,33.85
Barbados,BRB,1993,6.15,157.98,191.03,1423.59,4.99,360.96,34.7
Barbados,BRB,1994,6.02,158.49,193.34,1445.46,4.59,354.6,36.42
Barbados,BRB,1995,5.91,158.44,195.08,1460.82,4.32,347.33,37.97
Barbados,BRB,1996,5.82,158.93,197.3,1471.76,4.15,342.21,39.32
Barbados,BRB,1997,5.74,161.37,201.55,1494.19,4.53,348.24,38.76
Barbados,BRB,1998,5.73,161.98,203.62,1495.54,4.72,346.18,39.44
Barbados,BRB,1999,5.68,160.13,202.48,1470.78,4.92,338.51,39.88
Barbados,BRB,2000,5.57,163.39,207.88,1509.65,5.24,346.03,38.48
Barbados,BRB,2001,5.4,162.94,208.55,1509.02,5.11,344.11,38.02
Barbados,BRB,2002,5.45,168.98,217.27,1568.29,4.93,352.9,39.79
Barbados,BRB,2003,5.49,173.58,223.81,1618.52,4.89,355.07,41.21
Barbados,BRB,2004,5.28,176.46,228.36,1659.58,4.75,355.27,40.9
Barbados,BRB,2005,5.14,171.76,223.45,1601.41,4.45,347.66,40.77
Barbados,BRB,2006,5.14,170.82,224.02,1597.52,3.85,342.38,41.23
Barbados,BRB,2007,5.01,170.28,225.18,1589.25,3.85,341.18,41.46
Barbados,BRB,2008,4.98,169.02,225.77,1574.39,3.98,338.63,41.62
Barbados,BRB,2009,5.04,165.89,223.94,1517.52,5.11,339.88,41.48
Barbados,BRB,2010,5.03,165.88,227.27,1518.51,5.2,341.48,41.19
Barbados,BRB,2011,5.02,164.96,229.69,1510.04,5.22,343.87,40.35
Barbados,BRB,2012,4.87,162.9,230.67,1488.31,5.25,343.71,39.67
Barbados,BRB,2013,4.84,162.83,234.85,1490.2,5.29,346.48,39.37
Barbados,BRB,2014,4.82,163.01,239.57,1493.86,5.34,349.26,39.24
Barbados,BRB,2015,4.78,162.62,243.57,1495.39,5.23,348.61,38.99
Barbados,BRB,2016,4.74,162.48,248.08,1491.67,5.2,349.95,38.64
Barbados,BRB,2017,4.71,162.66,253.35,1489.52,5.21,352.37,38.36
Barbados,BRB,2018,4.69,164.64,261.86,1512.96,5.14,357.42,37.99
Barbados,BRB,2019,4.66,170.44,277.06,1595.08,4.85,366.25,37.45
Belarus,BLR,1990,12.46,154.35,188.94,878.29,7.99,484.09,44.45
Belarus,BLR,1991,12.31,159.78,197.31,914.27,8.11,505.68,45.46
Belarus,BLR,1992,12.06,164.02,204.21,938.81,7.73,523.46,47.71
Belarus,BLR,1993,11.27,174.36,219.2,992.38,7.01,567.34,52.17
Belarus,BLR,1994,10.88,171.74,217.9,980.49,6.54,568.23,52.61
Belarus,BLR,1995,10.34,172.12,220.6,977.1,5.95,582.15,53.39
Belarus,BLR,1996,9.89,169.54,219.56,972.98,5.68,581.2,53.22
Belarus,BLR,1997,9.6,169.97,222.5,992.9,5.71,580.05,53.2
Belarus,BLR,1998,9.63,170.13,224.79,1000.69,5.71,575.95,53.53
Belarus,BLR,1999,9.35,170.47,227.32,1010.3,5.31,569.57,53.28
Belarus,BLR,2000,9.26,158.05,213.01,958.34,4.99,517.25,48.07
Belarus,BLR,2001,9.14,161,219.16,966.08,5.12,525.96,48.91
Belarus,BLR,2002,8.67,161.47,221.92,965.54,5.12,525.67,49.39
Belarus,BLR,2003,8.73,154.29,214.27,928.21,4.87,496.63,47.68
Belarus,BLR,2004,8.67,151.45,212.29,916.71,4.53,482.28,47.26
Belarus,BLR,2005,8.6,153.02,216.43,928.31,4.45,483.71,47.39
Belarus,BLR,2006,8.6,148.09,211.35,910.7,4.64,458.26,45.23
Belarus,BLR,2007,8.54,140.88,203.53,877.11,4.91,428.05,42.38
Belarus,BLR,2008,8.24,141.17,205.94,883.1,4.76,422.62,41.57
Belarus,BLR,2009,8.01,142.17,209.26,893.93,4.83,417.48,41.5
Belarus,BLR,2010,7.46,146.03,217.03,920.78,4.85,425.41,42.22
Belarus,BLR,2011,7.19,146.77,219.68,918.98,4.89,427.63,42.51
Belarus,BLR,2012,6.99,132.14,199.92,857.37,4.64,376.58,37.14
Belarus,BLR,2013,6.9,129.94,198.7,853.84,4.57,373.15,36.12
Belarus,BLR,2014,6.67,128.51,198.58,852.03,4.45,375.53,35.21
Belarus,BLR,2015,6.39,125.77,196.85,856.36,4.16,370.71,33.48
Belarus,BLR,2016,6.26,125.78,199,870.13,4.04,375.21,33.5
Belarus,BLR,2017,6.05,126.81,202.96,876.94,3.98,383.04,34.27
Belarus,BLR,2018,5.86,125.76,203.5,857.74,3.95,385.66,35.22
Belarus,BLR,2019,5.69,126.28,207.01,855.27,3.87,391.35,36.16
Belgium,BEL,1990,5.48,199.11,304.34,1810.84,4.43,493.32,35.39
Belgium,BEL,1991,5.42,196.76,303.63,1780.09,4.29,491.65,36.01
Belgium,BEL,1992,5.35,196.17,305.49,1772.07,4.29,490.86,37
Belgium,BEL,1993,5.12,194.81,306.05,1757.78,3.98,486.83,37.19
Belgium,BEL,1994,4.86,191.81,304.16,1715.82,3.82,482.61,37.3
Belgium,BEL,1995,4.54,189.15,303.49,1684.31,3.87,478.21,37.48
Belgium,BEL,1996,4.26,184.09,298.48,1639.53,3.76,461.95,36.94
Belgium,BEL,1997,4.23,181.1,296.35,1606.89,3.61,452.7,36.06
Belgium,BEL,1998,4.06,178.13,293.98,1570.9,3.56,445.19,35.31
Belgium,BEL,1999,3.92,174.87,291.37,1538.37,3.36,435.55,34.94
Belgium,BEL,2000,3.86,170.38,287.22,1497.09,3.22,423.62,34.74
Belgium,BEL,2001,3.74,166.72,283.74,1457.11,3.28,414.48,34.36
Belgium,BEL,2002,3.59,164.82,283.11,1439.38,3.09,409.1,33.54
Belgium,BEL,2003,3.47,161,278.83,1405.96,2.77,398.89,32.6
Belgium,BEL,2004,3.3,157.74,275.84,1384.05,2.65,390.18,31.83
Belgium,BEL,2005,3.3,155.41,274.49,1366.33,2.78,386.09,31.46
Belgium,BEL,2006,3.26,151.77,270.58,1341.57,2.72,376.69,30.69
Belgium,BEL,2007,3.25,150.13,270,1331.56,2.67,373.41,30.23
Belgium,BEL,2008,3.15,146.31,265.64,1306,2.52,364.4,28.75
Belgium,BEL,2009,3.08,151.44,278.39,1372.88,2.52,374.38,28.82
Belgium,BEL,2010,3.08,153.31,285.6,1416.9,2.61,375.36,28.37
Belgium,BEL,2011,2.99,153.51,289.18,1443.72,2.75,375.25,27.47
Belgium,BEL,2012,3.02,154.57,294.83,1490.29,2.76,376.28,26.58
Belgium,BEL,2013,2.92,153.97,297.14,1512.41,2.47,373.24,26.09
Belgium,BEL,2014,2.78,150.53,294.02,1494,2.42,364.84,25.23
Belgium,BEL,2015,2.67,149.53,295.92,1500.81,2.46,361.36,24.6
Belgium,BEL,2016,2.6,146.41,293.01,1482.43,2.36,352.12,23.84
Belgium,BEL,2017,2.56,145.04,292.92,1460.17,2.28,349.64,23.69
Belgium,BEL,2018,2.52,144.06,294.15,1453.63,2.34,345.1,23.73
Belgium,BEL,2019,2.48,143.86,296.8,1451.91,2.34,343.98,23.82
Belize,BLZ,1990,10.25,95.7,49.84,818.76,4.33,215.75,15.32
Belize,BLZ,1991,9.83,92.64,48.78,768.11,5.1,207.83,17.45
Belize,BLZ,1992,9.14,92.2,48.72,756.05,5.15,208.8,18.1
Belize,BLZ,1993,8.44,92.75,48.95,760.78,4.64,214.74,17.73
Belize,BLZ,1994,7.94,95.46,50.35,779.51,4.33,225.54,17.92
Belize,BLZ,1995,7.56,99.67,52.94,814,4.45,231.97,19.96
Belize,BLZ,1996,7.17,106.17,56.45,869.67,4.59,244.71,21.53
Belize,BLZ,1997,6.82,115.04,61.09,944.17,4.56,261.95,23.72
Belize,BLZ,1998,6.64,122.53,64.68,1000.58,4.65,283.61,24.14
Belize,BLZ,1999,6.53,127.7,66.81,1042.79,4.5,299.49,23.58
Belize,BLZ,2000,6.5,129,67.22,1048.73,4.48,302.27,23.68
Belize,BLZ,2001,6.34,123.77,65.07,991.38,4.45,282.3,25.54
Belize,BLZ,2002,6.19,119.08,62.96,958.13,4.44,267.01,25.17
Belize,BLZ,2003,6.03,117.01,62.17,952.14,4.46,257.21,24.96
Belize,BLZ,2004,5.94,117.18,62.44,966.5,4.43,251.94,25
Belize,BLZ,2005,5.8,115.69,62.05,951.27,4.42,248.09,25.02
Belize,BLZ,2006,5.76,116.68,62.84,961.33,4.31,252.51,24.52
Belize,BLZ,2007,5.64,114.49,62.28,940.76,3.93,247.95,24.5
Belize,BLZ,2008,5.5,110.52,60.9,903.97,3.6,240.88,24.01
Belize,BLZ,2009,5.4,109.74,61.23,892.7,3.72,241.93,23.69
Belize,BLZ,2010,5.26,110.03,62.46,895.59,4.08,238.15,25
Belize,BLZ,2011,5.17,108.88,62.84,884.33,3.91,234.37,25.62
Belize,BLZ,2012,4.96,107.59,63.02,870.79,3.58,234.88,25.1
Belize,BLZ,2013,4.84,107.59,63.97,873.8,3.38,238.74,24.27
Belize,BLZ,2014,4.63,108.3,65.51,884.11,3.36,241,24.28
Belize,BLZ,2015,4.59,108.49,66.8,887.59,3.38,242.94,24.07
Belize,BLZ,2016,4.52,107.25,67.49,874.06,3.25,239.17,24.74
Belize,BLZ,2017,4.45,107.2,68.91,873.57,3.18,238.34,25.26
Belize,BLZ,2018,4.4,109.14,71.44,891.58,3.31,243.72,25.26
Belize,BLZ,2019,4.35,109.41,73.03,893.53,3.32,244.68,25.33
Benin,BEN,1990,12.91,101.34,43.9,778.56,3.52,250.99,16.99
Benin,BEN,1991,12.82,101.13,43.4,775.29,3.51,250.65,17.01
Benin,BEN,1992,12.69,100.77,42.87,771.56,3.51,249.31,17.01
Benin,BEN,1993,12.55,100.53,42.44,768.25,3.49,247.13,17.09
Benin,BEN,1994,12.44,101.06,42.39,768.82,3.53,247.14,17.39
Benin,BEN,1995,12.27,101.58,42.29,770.41,3.56,248.05,17.5
Benin,BEN,1996,12.1,101.94,42.18,771.93,3.53,248.59,17.76
Benin,BEN,1997,11.93,101.48,41.76,769.17,3.57,247.2,17.91
Benin,BEN,1998,11.77,101.33,41.5,768.55,3.57,245.37,17.84
Benin,BEN,1999,11.69,101.18,41.18,769.93,3.56,243.47,17.62
Benin,BEN,2000,11.74,102.29,41.26,787.24,3.64,245.68,17.9
Benin,BEN,2001,11.48,102.4,41.02,790.84,3.62,243.52,17.71
Benin,BEN,2002,12.05,103.46,41.25,810.27,3.82,241.11,17.51
Benin,BEN,2003,11.96,103.46,41.05,809.96,3.8,242.93,17.37
Benin,BEN,2004,12.4,103.81,41.07,814.5,4.02,241.23,17.25
Benin,BEN,2005,12.31,103.95,40.81,821.22,4.03,238.08,17.11
Benin,BEN,2006,12.31,104.72,40.84,840.15,4.06,235.56,16.96
Benin,BEN,2007,12.15,104.54,40.62,833.46,4,235.47,16.98
Benin,BEN,2008,12.09,105.69,40.91,847,3.96,235.2,16.96
Benin,BEN,2009,12.29,106.92,41.39,858.46,3.99,239.93,17.15
Benin,BEN,2010,12.54,108.06,41.71,867.94,4.05,240.48,17.32
Benin,BEN,2011,12.63,109.01,42.05,876.19,4.01,242.82,17.49
Benin,BEN,2012,12.89,108.92,42.04,877.26,4.11,241.7,17.43
Benin,BEN,2013,12.62,108.48,41.95,876.82,4.12,240.02,17.34
Benin,BEN,2014,12.09,107.59,41.68,860.67,4,239.65,17.36
Benin,BEN,2015,12.56,107.18,41.48,868.31,4.17,233.14,17.15
Benin,BEN,2016,12.45,106.65,41.46,858.57,4.2,234,17.32
Benin,BEN,2017,12.13,107.04,41.67,865.76,4.19,235.65,17.46
Benin,BEN,2018,11.23,105.96,41.28,862.51,4.05,230.91,17.19
Benin,BEN,2019,10.79,105.96,41.43,861.43,3.98,230.42,17.21
Bermuda,BMU,1990,7.87,204.45,207.79,1771.31,3.78,481.08,35.69
Bermuda,BMU,1991,7.73,200.39,205.88,1740.5,3.83,467.59,36.24
Bermuda,BMU,1992,7.48,192.24,199.78,1651.98,4.55,452.71,35.86
Bermuda,BMU,1993,7.06,191.53,201.43,1659.4,4.37,450.65,34.86
Bermuda,BMU,1994,6.85,187.71,199.93,1642.21,4.26,436.81,34.27
Bermuda,BMU,1995,6.46,180.53,195.13,1594.24,3.98,410.65,34.75
Bermuda,BMU,1996,6.01,180.82,198.42,1613.65,3.8,412.24,32.25
Bermuda,BMU,1997,5.69,174.62,195.08,1572.15,3.53,386.58,33.02
Bermuda,BMU,1998,5.36,171.27,194.95,1546.7,3.33,376.04,32.47
Bermuda,BMU,1999,5.49,169.99,196.93,1558.88,3.3,363.91,31.9
Bermuda,BMU,2000,5.63,170.1,200.64,1578.14,3.33,363.06,30.15
Bermuda,BMU,2001,5.7,165.33,199.12,1553.78,3.15,344.88,30.33
Bermuda,BMU,2002,5.78,163.85,201.77,1547.52,3.16,340.85,29.9
Bermuda,BMU,2003,5.94,160.26,201.98,1517.42,3.28,331.43,30.01
Bermuda,BMU,2004,5.99,155.32,200.61,1476.89,3.54,317.41,30.33
Bermuda,BMU,2005,6.21,152.18,201.42,1448.31,3.73,308.76,30.73
Bermuda,BMU,2006,6.4,150.92,205.16,1441.18,3.85,306.63,30.6
Bermuda,BMU,2007,6.37,148.18,207.01,1421.17,3.83,300.54,30.73
Bermuda,BMU,2008,6.39,147.71,212.29,1430.21,3.82,298.62,30.32
Bermuda,BMU,2009,6.3,147.03,217.59,1437.56,3.75,294.97,30.26
Bermuda,BMU,2010,6.24,145.65,222.06,1428.13,3.73,292.69,29.92
Bermuda,BMU,2011,6.12,143.16,225.51,1410.21,3.7,286.3,29.36
Bermuda,BMU,2012,6,142.06,231.45,1408.86,3.65,284.15,29.08
Bermuda,BMU,2013,5.9,140.86,237.4,1408.73,3.63,281.52,28.7
Bermuda,BMU,2014,5.76,140.42,244.89,1416.89,3.61,281.61,28.04
Bermuda,BMU,2015,5.65,139.01,250.63,1415.79,3.57,278.3,27.6
Bermuda,BMU,2016,5.52,137.69,256.87,1404.68,3.52,277.16,27.9
Bermuda,BMU,2017,5.41,137.23,264.72,1398.54,3.48,278.57,28.02
Bermuda,BMU,2018,5.33,136.82,272.67,1394.66,3.43,280.01,28.1
Bermuda,BMU,2019,5.25,136.24,280.23,1391.69,3.38,281.43,28.11
Bhutan,BTN,1990,12.41,79.12,34.69,493.4,2.44,208.83,17.81
Bhutan,BTN,1991,13.16,79.52,36.75,496.94,2.56,209.38,18.62
Bhutan,BTN,1992,13,79.46,38.14,499.72,2.59,208.63,19.07
Bhutan,BTN,1993,12.71,79.59,38.99,504.25,2.71,208.23,19.21
Bhutan,BTN,1994,12.25,79.55,39.47,508.25,2.8,207.23,19.17
Bhutan,BTN,1995,12.02,79.76,39.98,513.1,2.99,206.92,19.1
